process_id,arrival_time,cpu_time1,cpu_time2,io_time
2629,633,6,8,6
2630,931,8,6,3
2631,454,4,13,3
2632,284,8,8,5
2633,373,20,2,1
2634,749,3,6,3
2635,398,13,12,9
2636,632,10,14,0
2637,455,17,8,2
2638,755,5,1,8
2639,733,17,17,7
2640,153,10,20,2
2641,905,4,12,4
2642,253,8,4,10
2643,793,16,16,2
2644,779,18,10,10
2645,251,19,8,6
2646,894,2,4,0
2647,325,16,16,6
2648,417,18,10,10
2649,374,12,8,8
2650,119,12,6,1
2651,445,6,5,1
2652,823,10,14,5
2653,205,13,7,6
2654,107,19,14,2
2655,415,2,2,3
2656,561,3,14,10
2657,270,18,5,8
2658,45,16,15,6
2659,66,7,16,9
2660,257,7,19,5
2661,324,6,7,4
2662,597,17,19,9
2663,899,9,17,9
2664,207,8,5,7
2665,407,9,1,0
2666,119,4,17,8
2667,911,19,18,0
2668,715,2,15,6
2669,339,10,3,1
2670,218,6,15,5
2671,568,7,14,10
2672,748,7,1,5
2673,161,18,16,3
2674,109,7,12,3
2675,791,3,19,10
2676,156,11,16,4
2677,238,18,13,9
2678,57,8,16,0
2679,717,2,7,2
2680,479,1,4,5
2681,151,15,1,9
2682,367,10,11,9
2683,508,19,18,7
2684,277,16,17,0
2685,606,6,19,10
2686,633,19,10,7
2687,52,2,1,4
2688,562,1,13,4
2689,179,3,5,7
2690,507,7,11,10
2691,822,14,16,8
2692,774,3,17,2
2693,404,9,16,4
2694,589,6,13,5
2695,496,5,7,2
2696,240,15,2,0
2697,506,15,11,1
2698,135,7,5,8
2699,416,15,15,0
2700,153,20,15,6
2701,181,9,6,10
2702,272,4,16,1
2703,723,3,6,0
2704,393,2,10,3
2705,908,5,16,4
2706,87,20,1,3
2707,697,8,15,10
2708,379,11,15,10
2709,260,12,20,7
2710,989,1,10,1
2711,875,7,13,5
2712,848,5,17,9
2713,815,9,15,9
2714,670,15,9,7
2715,559,15,14,2
2716,732,15,7,2
2717,811,9,9,10
2718,175,10,18,10
2719,562,5,12,0
2720,338,2,15,6
2721,242,12,8,9
2722,837,8,5,3
2723,625,10,14,10
2724,162,13,3,7
2725,171,16,19,10
2726,809,17,9,5
2727,737,5,11,0
2728,747,15,5,5
2729,607,2,16,0
2730,636,9,13,0
2731,228,12,13,6
2732,472,19,15,1
2733,191,2,13,2
2734,886,1,19,1
2735,809,13,12,8
2736,67,19,14,6
2737,395,13,19,2
2738,352,8,1,3
2739,773,2,7,7
2740,733,3,6,5
2741,100,7,9,8
2742,910,11,2,0
2743,653,13,1,0
2744,473,18,1,7
2745,990,18,12,4
2746,741,20,17,3
2747,991,17,2,8
2748,938,7,10,8
2749,644,1,12,0
2750,925,6,3,0
2751,10,7,11,8
2752,486,11,1,6
2753,177,12,17,7
2754,49,6,12,4
2755,486,15,4,1
2756,495,5,7,2
2757,369,13,1,1
2758,847,4,1,6
2759,615,2,19,5
2760,533,9,6,3
2761,476,18,11,9
2762,228,16,17,10
2763,227,15,7,8
2764,903,13,20,1
2765,656,12,6,5
2766,106,2,7,5
2767,311,16,19,1
2768,785,19,9,9
2769,747,10,3,6
2770,605,12,14,8
2771,645,14,2,10
2772,384,2,9,6
2773,137,6,4,0
2774,261,19,12,9
2775,733,2,4,3
2776,867,11,19,3
2777,7,16,4,4
2778,212,6,19,6
2779,434,15,18,1
2780,478,20,18,10
2781,223,14,10,1
2782,150,15,19,6
2783,959,15,9,6
2784,318,11,3,7
2785,169,12,2,9
2786,912,18,5,7
2787,532,15,3,1
2788,530,13,16,4
2789,931,16,18,4
2790,181,3,13,9
2791,775,2,10,3
2792,313,14,20,3
2793,402,9,5,10
2794,207,20,6,10
2795,237,2,4,6
2796,106,20,12,7
2797,517,19,20,9
2798,677,12,2,2
2799,92,8,2,8
2800,376,18,11,1
2801,343,7,19,10
2802,137,6,18,4
2803,163,13,6,6
2804,825,6,8,6
2805,327,8,20,7
2806,494,5,20,2
2807,189,6,3,9
2808,911,8,11,8
2809,485,7,18,6
2810,964,20,11,1
2811,332,12,10,4
2812,91,14,20,6
2813,797,16,5,6
2814,209,8,11,4
2815,699,10,5,2
2816,514,15,3,0
2817,22,11,13,9
2818,723,5,17,1
2819,837,16,8,8
2820,581,1,9,2
2821,247,18,19,0
2822,178,18,8,5
2823,610,12,1,9
2824,83,1,8,7
2825,898,12,10,6
2826,783,14,19,4
2827,77,18,4,3
2828,408,13,14,0
2829,821,13,6,1
2830,665,5,17,6
2831,655,17,2,0
2832,279,13,4,3
2833,748,18,15,1
2834,491,5,7,10
2835,236,8,4,1
2836,676,8,9,9
2837,729,4,15,5
2838,294,2,5,9
2839,968,12,4,1
2840,400,6,13,2
2841,518,2,18,0
2842,520,17,13,4
2843,378,4,11,9
2844,642,9,5,7
2845,554,6,9,3
2846,893,10,2,7
2847,202,10,8,1
2848,880,5,20,6
2849,309,14,12,9
2850,215,16,9,1
2851,171,1,15,5
2852,569,18,7,1
2853,201,2,5,2
2854,587,17,9,1
2855,310,5,9,10
2856,900,3,3,3
2857,255,19,14,6
2858,210,18,13,0
2859,20,20,5,4
2860,991,9,17,0
2861,751,4,8,1
2862,742,15,16,6
2863,630,14,10,4
2864,778,14,13,4
2865,728,12,13,2
2866,231,5,7,3
2867,205,20,18,9
2868,198,2,3,1
2869,144,15,7,7
2870,579,9,9,3
2871,623,2,11,6
2872,87,13,12,0
2873,310,14,18,10
2874,168,2,18,6
2875,559,17,19,10
2876,493,4,17,7
2877,308,9,18,8
2878,59,1,10,2
2879,592,4,13,10
2880,180,2,7,8
2881,853,4,20,5
2882,630,19,12,8
2883,25,20,15,9
2884,868,8,11,3
2885,177,17,1,0
2886,574,14,8,2
2887,588,16,16,7
2888,814,17,12,7
2889,59,5,7,5
2890,871,7,10,5
2891,419,4,20,10
2892,734,19,9,4
2893,153,7,16,4
2894,916,11,16,7
2895,518,20,1,3
2896,884,1,2,3
2897,448,8,20,8
2898,438,5,15,7
2899,984,9,19,0
2900,317,17,15,5
2901,959,18,19,7
2902,814,15,6,1
2903,412,9,18,3
2904,991,16,11,0
2905,431,10,9,1
2906,87,4,9,1
2907,520,7,9,3
2908,555,1,12,0
2909,756,3,20,3
2910,740,18,15,8
2911,404,15,19,6
2912,544,13,8,3
2913,651,6,3,7
2914,859,14,17,9
2915,835,13,8,6
2916,714,13,16,4
2917,695,4,20,3
2918,392,1,5,6
2919,699,12,13,9
2920,99,13,2,9
2921,971,15,17,9
2922,819,13,11,4
2923,717,10,20,4
2924,416,10,18,2
2925,872,19,5,0
2926,599,18,17,1
2927,63,20,7,4
2928,376,12,5,0
2929,809,5,13,2
2930,673,19,18,7
2931,758,2,6,9
2932,225,11,13,5
2933,493,7,10,6
2934,27,14,16,6
2935,560,12,18,4
2936,167,5,7,0
2937,995,12,11,9
2938,197,18,20,2
2939,829,3,12,2
2940,209,14,4,7
2941,277,14,1,10
2942,807,6,3,10
2943,213,6,11,2
2944,986,18,5,4
2945,69,12,7,7
2946,514,18,7,10
2947,839,2,9,6
2948,125,14,8,6
2949,370,11,16,9
2950,194,20,10,10
2951,224,11,20,8
2952,276,6,20,0
2953,809,13,5,0
2954,382,8,12,10
2955,888,1,16,5
2956,958,5,3,0
2957,530,20,16,3
2958,792,6,4,1
2959,798,2,18,9
2960,532,1,7,4
2961,714,8,16,2
2962,792,9,6,3
2963,523,20,13,3
2964,830,14,3,2
2965,852,2,20,8
2966,169,13,20,9
2967,80,7,13,7
2968,228,1,1,5
2969,512,9,4,8
2970,902,8,2,7
2971,376,2,7,9
2972,134,12,20,4
2973,505,3,18,10
2974,448,5,7,3
2975,7,20,6,2
2976,367,12,11,1
2977,471,5,7,7
2978,650,8,2,7
2979,515,11,3,9
2980,20,14,10,3
2981,273,5,19,5
2982,705,3,8,7
2983,584,9,19,3
2984,151,17,2,2
2985,467,3,14,2
2986,596,4,16,5
2987,913,14,2,10
2988,67,2,1,5
2989,841,8,7,1
2990,966,13,7,1
2991,441,1,11,2
2992,29,16,9,0
2993,537,5,5,0
2994,589,14,20,1
2995,125,10,5,3
2996,747,2,2,8
2997,270,16,17,10
2998,606,9,1,6
2999,281,19,10,0
3000,832,9,16,6
3001,567,2,13,7
3002,715,20,4,8
3003,762,12,3,4
3004,394,7,11,5
3005,588,10,15,3
3006,70,5,14,5
3007,445,20,6,5
3008,420,20,6,1
3009,780,7,11,6
3010,587,5,9,3
3011,806,13,4,4
3012,846,13,17,6
3013,618,9,19,5
3014,184,10,13,0
3015,93,3,8,4
3016,753,6,4,7
3017,823,18,15,5
3018,608,14,20,6
3019,252,19,18,5
3020,744,20,19,8
3021,910,20,7,3
3022,156,7,20,1
3023,153,7,10,4
3024,233,20,8,6
3025,124,1,4,0
3026,335,10,8,6
3027,296,19,3,9
3028,179,20,18,3
3029,44,7,12,3
3030,574,17,10,5
3031,426,11,12,1
3032,178,16,13,2
3033,21,14,4,0
3034,985,12,5,3
3035,63,16,15,10
3036,126,2,5,1
3037,173,4,2,9
3038,668,12,14,10
3039,440,13,1,9
3040,684,7,11,7
3041,672,13,12,1
3042,414,5,17,5
3043,389,4,15,10
3044,917,17,6,4
3045,231,14,1,6
3046,250,13,11,2
3047,977,5,20,8
3048,773,18,9,1
3049,699,3,7,5
3050,818,20,15,5
3051,131,5,12,0
3052,284,20,7,10
3053,458,2,18,6
3054,480,10,11,0
3055,196,1,11,2
3056,940,13,16,1
3057,293,4,4,6
3058,724,2,12,0
3059,606,17,4,4
3060,919,4,7,1
3061,995,10,1,9
3062,579,16,1,6
3063,451,8,13,9
3064,448,15,7,1
3065,540,6,5,7
3066,537,7,15,6
3067,536,1,3,1
3068,221,7,13,2
3069,18,12,5,1
3070,517,17,4,6
3071,746,7,16,8
3072,15,18,11,7
3073,961,15,15,4
3074,836,2,13,10
3075,420,2,9,10
3076,402,20,16,3
3077,162,13,19,6
3078,602,4,19,3
3079,229,10,20,1
3080,650,11,6,7
3081,989,13,1,4
3082,259,8,20,0
3083,363,9,3,0
3084,925,3,6,7
3085,773,7,19,3
3086,65,1,9,8
3087,577,6,20,1
3088,981,20,10,7
3089,157,9,7,9
3090,363,10,3,2
3091,419,8,1,9
3092,89,13,20,10
3093,473,2,10,10
3094,10,16,7,3
3095,122,7,8,0
3096,699,13,8,10
3097,319,17,17,8
3098,442,18,6,0
3099,588,12,3,2
3100,189,12,2,2
3101,731,7,2,8
3102,100,12,16,4
3103,975,7,1,2
3104,735,4,20,3
3105,243,4,6,3
3106,318,20,17,8
3107,161,11,15,3
3108,927,18,5,3
3109,968,14,12,2
3110,245,10,10,4
3111,688,7,17,5
3112,196,15,7,2
3113,634,4,19,5
3114,743,2,17,2
3115,254,6,15,5
3116,61,1,2,5
3117,137,3,8,3
3118,410,8,13,3
3119,170,12,6,10
3120,76,7,1,0
3121,455,13,19,8
3122,837,14,1,3
3123,669,15,5,10
3124,589,13,3,4
3125,654,6,14,5
3126,602,12,15,0
3127,882,17,8,6
3128,510,19,8,9
3129,450,20,6,9
3130,128,9,2,6
3131,147,6,12,7
3132,777,7,3,0
3133,110,8,7,7
3134,83,16,13,3
3135,188,3,16,10
3136,858,19,8,7
3137,714,15,18,0
3138,127,10,9,8
3139,224,1,10,10
3140,249,8,9,4
3141,798,3,20,1
3142,425,12,13,3
3143,757,4,18,2
3144,197,14,15,8
3145,623,19,5,9
3146,379,4,7,2
3147,554,18,12,2
3148,996,8,14,4
3149,650,9,13,0
3150,448,17,3,6
3151,397,16,7,8
3152,852,12,9,1
3153,530,2,10,8
3154,94,3,18,3
3155,840,9,15,4
3156,192,3,19,0
3157,647,16,4,0
3158,955,7,16,5
3159,976,3,14,5
3160,540,9,18,2
3161,383,2,10,1
3162,207,16,11,9
3163,414,12,1,1
3164,690,13,15,10
3165,510,3,8,8
3166,284,14,12,8
3167,225,18,10,2
3168,252,20,20,10
3169,669,3,10,4
3170,759,19,7,7
3171,242,11,12,3
3172,919,1,12,2
3173,637,13,2,8
3174,781,4,1,3
3175,161,17,18,7
3176,428,18,13,7
3177,944,4,7,8
3178,548,9,8,0
3179,164,6,20,8
3180,536,7,6,8
3181,116,16,2,1
3182,757,4,8,0
3183,926,17,4,2
3184,119,7,19,6
3185,528,6,10,3
3186,505,11,9,7
3187,172,1,13,0
3188,228,6,8,1
3189,619,2,14,7
3190,299,12,20,3
3191,456,19,11,7
3192,446,13,10,2
3193,264,12,10,9
3194,498,13,13,0
3195,597,20,3,2
3196,456,5,19,0
3197,333,12,18,6
3198,641,20,5,0
3199,646,16,3,5
3200,68,9,3,3
3201,502,6,9,2
3202,861,3,13,9
3203,867,2,12,2
3204,116,11,6,5
3205,301,14,18,6
3206,32,13,19,10
3207,842,5,14,3
3208,526,20,15,6
3209,164,1,16,9
3210,108,20,6,4
3211,974,20,1,6
3212,671,10,5,4
3213,291,3,9,0
3214,786,12,2,3
3215,332,9,9,1
3216,955,6,12,3
3217,571,17,7,9
3218,459,19,3,7
3219,323,7,20,6
3220,984,1,12,6
3221,787,3,19,0
3222,209,17,9,6
3223,775,13,9,7
3224,456,13,18,6
3225,19,2,8,9
3226,217,4,13,0
3227,375,10,16,9
3228,482,13,17,5
3229,159,4,18,1
3230,781,6,3,4
3231,803,8,14,4
3232,549,4,6,6
3233,418,13,8,8
3234,222,6,3,1
3235,357,3,18,8
3236,970,18,18,0
3237,505,4,4,6
3238,816,4,20,10
3239,539,12,15,10
3240,400,10,18,4
3241,813,9,3,1
3242,871,18,13,5
3243,245,13,20,5
3244,274,17,18,0
3245,404,14,4,8
3246,370,15,2,2
3247,771,18,2,2
3248,914,20,1,3
3249,146,2,3,6
3250,106,9,10,10
3251,619,7,1,10
3252,806,14,9,10
3253,476,14,15,8
3254,145,10,5,6
3255,227,13,6,7
3256,619,12,9,5
3257,352,16,17,8
3258,30,9,11,5
3259,586,9,20,5
3260,341,11,8,6
3261,859,14,7,2
3262,334,15,11,1
3263,125,4,12,6
3264,983,10,10,4
3265,792,20,16,6
3266,831,9,14,4
3267,670,20,6,4
3268,457,11,20,10
3269,401,13,16,8
3270,404,15,6,4
3271,332,19,19,8
3272,955,11,14,1
3273,376,4,6,9
3274,231,3,10,8
3275,973,8,18,0
3276,257,9,14,3
3277,929,15,2,7
3278,16,19,10,9
3279,584,6,9,1
3280,779,10,3,9
3281,372,9,9,7
3282,52,4,14,0
3283,778,18,2,7
3284,85,1,6,1
3285,843,20,9,8
3286,664,13,8,9
3287,540,12,9,4
3288,258,1,15,2
3289,95,2,13,6
3290,775,20,2,8
3291,502,19,19,4
3292,422,18,4,5
3293,472,3,5,10
3294,571,4,7,0
3295,787,12,7,4
3296,734,7,12,0
3297,926,7,2,9
3298,472,4,14,1
3299,292,2,18,9
3300,344,4,18,2
3301,624,18,10,1
3302,159,19,19,3
3303,143,4,17,4
3304,185,6,1,4
3305,467,20,4,0
3306,288,3,8,7
3307,109,18,11,7
3308,65,3,17,4
3309,281,1,16,8
3310,265,14,2,7
3311,786,15,1,5
3312,1,20,4,0
3313,336,12,16,1
3314,194,10,18,3
3315,99,11,7,0
3316,900,19,17,0
3317,823,16,2,5
3318,367,6,1,10
3319,845,11,20,10
3320,689,10,3,2
3321,426,12,9,4
3322,312,19,12,1
3323,340,1,19,6
3324,236,13,2,4
3325,328,4,19,10
3326,923,13,3,4
3327,723,14,8,3
3328,957,14,8,7
3329,685,2,2,0
3330,375,4,16,3
3331,230,19,18,2
3332,799,16,5,8
3333,536,11,5,4
3334,534,14,6,10
3335,459,3,10,8
3336,669,14,4,7
3337,460,16,11,3
3338,808,11,10,1
3339,656,3,11,9
3340,630,9,11,0
3341,486,11,4,5
3342,217,2,7,6
3343,548,2,5,6
3344,292,3,20,6
3345,258,8,13,8
3346,668,14,9,8
3347,0,16,4,9
3348,271,10,12,7
3349,116,14,10,1
3350,550,13,19,6
3351,435,5,5,7
3352,949,7,10,3
3353,771,4,20,2
3354,42,8,14,7
3355,844,16,15,0
3356,863,11,9,4
3357,85,11,19,6
3358,899,3,17,9
3359,257,13,3,7
3360,789,19,15,5
3361,975,18,13,0
3362,166,5,19,2
3363,877,8,15,9
3364,111,2,7,3
3365,736,6,15,2
3366,625,16,9,6
3367,131,5,9,8
3368,447,7,9,6
3369,181,8,17,2
3370,696,12,12,8
3371,173,1,3,3
3372,535,18,14,5
3373,926,9,20,9
3374,42,5,10,2
3375,147,19,7,3
3376,878,18,5,2
3377,892,4,17,5
3378,465,3,20,6
3379,159,18,13,2
3380,639,12,1,7
3381,32,13,18,10
3382,326,11,14,0
3383,982,12,20,5
3384,399,12,10,5
3385,757,10,5,6
3386,335,13,8,0
3387,888,4,5,2
3388,419,15,12,9
3389,843,14,9,7
3390,443,17,14,3
3391,114,1,10,2
3392,104,3,6,3
3393,268,4,15,4
3394,568,7,10,9
3395,77,12,7,7
3396,340,6,15,4
3397,923,18,5,7
3398,373,20,19,9
3399,801,12,5,8
3400,383,1,11,3
3401,909,10,3,9
3402,388,15,11,5
3403,782,9,1,7
3404,336,2,1,0
3405,619,18,4,1
3406,879,1,2,1
3407,695,5,7,2
3408,503,1,17,3
3409,719,9,5,1
3410,726,16,13,4
3411,878,14,9,1
3412,41,17,14,4
3413,361,18,17,8
3414,980,13,13,0
3415,189,16,3,5
3416,9,7,10,1
3417,905,16,1,4
3418,180,8,10,0
3419,117,5,15,3
3420,39,7,18,1
3421,199,18,12,4
3422,655,13,17,1
3423,807,3,9,4
3424,81,18,13,4
3425,210,11,5,1
3426,851,1,8,1
3427,978,2,5,9
3428,31,10,12,5
3429,320,4,18,5
3430,156,2,1,2
3431,148,1,13,4
3432,187,9,9,3
3433,393,2,2,0
3434,997,12,16,7
3435,51,1,15,2
3436,436,15,15,9
3437,43,2,17,3
3438,559,17,8,9
3439,929,1,9,6
3440,826,5,2,3
3441,261,16,1,0
3442,328,19,19,8
3443,439,11,17,10
3444,119,18,3,6
3445,237,14,16,7
3446,274,6,20,0
3447,766,7,19,7
3448,556,8,11,9
3449,473,5,14,4
3450,411,10,17,4
3451,876,15,15,0
3452,251,10,12,0
3453,18,3,9,4
3454,308,16,1,9
3455,621,20,20,10
3456,22,5,12,8
3457,759,5,13,5
3458,976,7,17,3
3459,513,6,4,4
3460,440,3,5,10
3461,835,7,3,0
3462,429,19,3,7
3463,808,11,10,3
3464,560,2,3,4
3465,252,4,10,4
3466,182,16,12,1
3467,429,11,13,9
3468,47,7,19,7
3469,307,10,17,8
3470,961,18,17,3
3471,357,12,19,4
3472,649,18,6,2
3473,394,18,1,7
3474,882,6,6,0
3475,19,6,13,8
3476,770,13,2,5
3477,434,8,19,2
3478,960,15,14,5
3479,934,1,18,8
3480,344,18,7,10
3481,910,9,16,7
3482,867,3,8,9
3483,830,6,17,7
3484,392,13,14,9
3485,199,4,7,7
3486,899,8,20,2
3487,822,6,8,0
3488,185,9,6,6
3489,406,19,17,4
3490,870,15,13,2
3491,398,4,5,4
3492,153,19,11,7
3493,343,19,19,7
3494,941,8,6,8
3495,78,10,4,6
3496,23,11,1,9
3497,908,9,20,7
3498,21,2,8,2
3499,742,19,6,1
3500,771,7,4,6
3501,477,18,1,0
3502,150,3,19,5
3503,989,18,15,0
3504,948,15,17,9
3505,992,10,12,1
3506,739,3,9,10
3507,996,8,19,1
3508,874,11,10,6
3509,790,10,4,10
3510,129,19,14,5
3511,374,10,7,0
3512,804,12,15,8
3513,328,14,8,8
3514,441,12,10,2
3515,87,3,15,1
3516,577,15,6,8
3517,84,15,20,9
3518,967,15,2,2
3519,661,4,4,8
3520,382,1,11,6
3521,772,10,5,9
3522,765,4,11,0
3523,570,3,7,9
3524,70,20,6,1
3525,359,13,15,8
3526,791,19,19,7
3527,752,7,4,5
3528,305,5,3,5
3529,305,3,10,7
3530,484,5,17,4
3531,612,9,13,0
3532,587,9,13,2
3533,746,20,19,5
3534,986,15,8,4
3535,447,6,13,10
3536,196,13,5,4
3537,636,13,3,5
3538,109,14,18,5
3539,844,19,7,4
3540,587,10,6,1
3541,23,5,1,9
3542,2,9,14,3
3543,701,13,19,6
3544,105,3,13,8
3545,607,6,5,1
3546,567,20,17,3
3547,451,8,14,8
3548,464,2,3,1
3549,273,11,18,1
3550,690,7,20,5
3551,749,12,7,3
3552,837,2,13,10
3553,771,10,10,2
3554,824,2,19,7
3555,529,15,9,5
3556,457,5,20,9
3557,685,11,13,7
3558,553,4,19,9
3559,690,13,9,9
3560,594,3,3,6
3561,504,11,11,3
3562,793,16,8,9
3563,740,2,3,2
3564,786,14,16,8
3565,765,7,1,9
3566,634,19,18,2
3567,718,6,5,2
3568,25,9,14,5
3569,900,17,19,2
3570,62,12,15,3
3571,81,7,15,2
3572,196,5,10,6
3573,249,9,11,7
3574,535,11,3,10
3575,866,10,3,2
3576,14,10,14,4
3577,982,20,2,0
3578,442,5,8,0
3579,54,17,15,3
3580,90,12,11,0
3581,547,12,4,7
3582,177,9,2,4
3583,53,2,13,6
3584,702,13,11,7
3585,901,20,12,10
3586,67,18,9,4
3587,58,6,11,2
3588,403,8,12,9
3589,866,1,4,1
3590,381,6,2,0
3591,963,2,8,9
3592,300,6,1,4
3593,882,8,13,8
3594,81,17,8,8
3595,851,15,15,7
3596,856,10,7,5
3597,840,17,14,10
3598,649,5,3,4
3599,539,6,9,10
3600,690,11,5,3
3601,600,8,1,2
3602,792,9,4,10
3603,686,19,4,5
3604,655,19,6,4
3605,756,10,6,3
3606,113,7,2,7
3607,554,2,10,1
3608,5,6,10,0
3609,762,9,11,8
3610,437,18,2,5
3611,810,16,8,2
3612,108,3,12,2
3613,27,13,1,5
3614,448,6,8,3
3615,919,7,4,6
3616,878,14,19,10
3617,387,9,18,3
3618,421,12,1,4
3619,981,13,6,8
3620,806,20,17,7
3621,486,9,18,8
3622,563,12,13,8
3623,312,14,12,10
3624,235,15,16,9
3625,171,12,10,5
3626,980,11,7,0
3627,980,20,11,7
3628,900,12,8,0
3629,807,10,20,8
3630,619,9,3,8
3631,827,6,12,2
3632,805,17,4,2
3633,400,11,10,2
3634,939,13,11,6
3635,194,5,20,10
3636,386,14,1,1
3637,988,12,18,5
3638,637,12,17,5
3639,795,1,10,5
3640,365,18,13,10
3641,925,17,14,1
3642,77,6,18,8
3643,260,19,10,3
3644,469,17,20,7
3645,982,14,16,4
3646,320,5,6,9
3647,861,4,8,10
3648,801,9,11,2
3649,930,15,16,2
3650,28,12,1,8
3651,56,11,9,0
3652,237,20,10,4
3653,591,14,18,0
3654,559,14,12,0
3655,524,8,10,1
3656,387,8,13,9
3657,716,20,14,10
3658,927,14,11,2
3659,176,3,1,7
3660,785,12,8,0
3661,60,16,16,8
3662,20,2,19,2
3663,496,5,15,10
3664,209,6,5,1
3665,836,15,16,8
3666,403,2,3,4
3667,953,13,20,1
3668,450,8,18,7
3669,172,4,19,0
3670,433,11,1,1
3671,767,4,7,1
3672,593,2,19,3
3673,745,8,3,8
3674,441,19,19,6
3675,526,6,10,4
3676,289,11,7,1
3677,309,17,12,4
3678,801,11,8,1
3679,630,20,10,7
3680,280,8,20,1
3681,369,9,1,0
3682,978,18,7,9
3683,482,10,2,4
3684,451,14,10,8
3685,278,19,11,3
3686,174,2,1,4
3687,870,19,17,8
3688,644,17,1,0
3689,121,8,1,5
3690,470,4,10,1
3691,708,10,8,10
3692,608,7,11,2
3693,674,19,20,6
3694,219,12,18,9
3695,481,5,8,8
3696,682,4,15,2
3697,660,4,2,1
3698,367,9,5,1
3699,880,6,15,10
3700,920,19,6,0
3701,697,8,7,0
3702,165,4,13,6
3703,618,3,3,9
3704,362,4,11,10
3705,241,1,17,4
3706,234,1,2,1
3707,469,14,19,4
3708,434,16,15,0
3709,337,3,19,10
3710,674,1,5,9
3711,972,20,12,9
3712,784,15,5,10
3713,622,16,13,6
3714,19,3,6,9
3715,463,18,16,1
3716,54,11,8,3
3717,802,10,4,7
3718,351,17,1,1
3719,430,18,3,5
3720,278,18,19,4
3721,920,6,5,0
3722,981,2,6,0
3723,441,14,9,8
3724,215,10,10,4
3725,177,20,7,2
3726,766,1,12,7
3727,880,19,17,9
3728,764,20,6,7
3729,863,6,6,0
3730,23,9,3,8
3731,442,19,14,9
3732,755,16,3,10
3733,491,16,14,5
3734,872,14,2,1
3735,140,10,3,4
3736,302,12,7,5
3737,166,5,20,3
3738,874,8,20,8
3739,415,16,3,8
3740,241,11,19,5
3741,551,2,13,1
3742,89,4,3,0
3743,649,20,15,10
3744,800,4,4,0
3745,981,3,7,9
3746,220,3,13,8
3747,317,11,17,5
3748,266,15,4,0
3749,910,8,5,7
3750,244,19,15,9
3751,905,9,15,2
3752,709,17,6,7
3753,315,13,18,10
3754,591,5,4,10
3755,950,1,20,1
3756,133,20,6,5
3757,173,17,3,2
3758,371,5,12,1
3759,772,11,16,2
3760,176,6,1,0
3761,844,11,7,9
3762,281,5,6,9
3763,892,2,11,0
3764,12,14,16,2
3765,788,4,3,4
3766,459,3,3,5
3767,508,12,18,2
3768,300,9,19,9
3769,200,20,12,6
3770,641,8,20,5
3771,952,3,3,1
3772,853,20,15,2
3773,649,17,9,6
3774,476,16,7,9
3775,829,17,3,1
3776,707,5,2,6
3777,589,5,8,9
3778,260,12,20,7
3779,612,2,8,2
3780,920,6,11,5
3781,978,14,9,2
3782,347,5,1,8
3783,248,1,3,7
3784,176,14,1,7
3785,33,2,18,8
3786,124,2,17,0
3787,208,14,20,4
3788,205,3,15,3
3789,902,9,8,9
3790,406,15,9,9
3791,769,14,3,7
3792,752,20,5,8
3793,924,20,15,4
3794,583,3,7,7
3795,748,3,1,7
3796,232,17,1,7
3797,448,8,17,8
3798,625,8,5,10
3799,966,8,2,5
3800,316,17,16,8
3801,891,15,3,8
3802,249,11,18,6
3803,197,18,17,1
3804,714,7,6,9
3805,809,12,4,3
3806,337,15,8,8
3807,430,12,10,7
3808,947,7,14,9
3809,316,8,2,9
3810,505,19,13,5
3811,642,14,14,4
3812,661,5,14,10
3813,498,5,15,4
3814,539,20,2,10
3815,175,1,1,2
3816,790,13,4,8
3817,847,4,4,10
3818,356,2,15,1
3819,693,16,2,9
3820,422,2,3,2
3821,233,3,4,10
3822,849,13,18,4
3823,667,17,8,7
3824,750,16,19,2
3825,833,12,20,5
3826,708,11,7,2
3827,563,13,19,2
3828,469,3,16,6
3829,927,14,4,0
3830,151,12,3,1
3831,821,15,8,2
3832,468,15,15,10
3833,936,2,3,0
3834,357,13,6,8
3835,257,3,4,4
3836,366,18,3,4
3837,922,17,17,2
3838,665,13,12,2
3839,787,19,6,5
3840,943,8,19,5
3841,9,4,2,4
3842,39,1,19,6
3843,225,4,14,9
3844,321,18,15,10
3845,796,4,13,7
3846,376,9,11,6
3847,504,7,17,2
3848,305,15,11,2
3849,305,17,8,5
3850,834,18,9,5
3851,157,4,4,8
3852,689,5,16,0
3853,240,1,5,9
3854,437,8,2,2
3855,696,2,7,9
3856,173,12,7,8
3857,511,3,6,1
3858,748,13,18,6
3859,930,1,11,9
3860,92,14,17,10
3861,472,4,10,5
3862,393,1,12,3
3863,156,10,1,3
3864,449,18,3,3
3865,537,8,13,6
3866,626,15,19,7
3867,454,10,3,7
3868,159,16,18,10
3869,547,20,16,5
3870,872,3,20,1
3871,363,6,3,6
3872,763,17,9,4
3873,704,4,16,7
3874,95,20,20,5
3875,591,1,1,5
3876,645,13,2,7
3877,470,17,14,3
3878,546,8,15,2
3879,177,13,15,4
3880,991,16,13,10
3881,914,1,5,0
3882,513,8,2,0
3883,238,10,2,8
3884,925,5,17,2
3885,677,11,6,10
3886,617,10,11,3
3887,623,17,5,7
3888,118,5,19,0
3889,696,7,14,9
3890,252,8,16,0
3891,721,17,19,5
3892,524,2,13,3
3893,346,12,15,0
3894,295,19,1,9
3895,572,19,5,10
3896,6,2,11,2
3897,146,10,20,4
3898,600,20,11,5
